Gender,Stage Name,Full Name,Date of Birth,Group,Country,Second Country,Birthplace,Other Group,Former Group,Position,SK_Province,Short,Debut,Company,Members,Orig. Memb.,Fanclub Name,Active
Male,Kris,Wu Yifan,1990-11-06,,Canada,China,Guangzhou,,EXO,,,,2012-04-08,,,,,No
Male,Kuhn,Noh Sooil,1995-11-11,UP10TION,South Korea,,Ansan,,,,Gyeonggi-do,,2015-09-10,TOP Media,10.0,10.0,HONEY10,Yes
Male,Kun,Qian Kun,1996-01-01,NCT,China,,,,,,,,2016-04-09,SM,23.0,23.0,NCTzen,Yes
Male,Kwanghee,Hwang Kwanghee,1988-08-25,ZE:A,South Korea,,Paju,,,,Gyeonggi-do,,2010-01-07,Star Empire,9.0,9.0,ZE:A Style,Hiatus
Male,Kwangjin,Kwon Kwangjin,1992-08-12,N.Flying,South Korea,,Seoul,,CNBLUE,Bassist,Seoul,,2010-01-14,FNC,4.0,4.0,N.Fia,Yes
Male,Kwangmin,Jo Kwangmin,1995-04-24,Boyfriend,South Korea,,Anyang,,,,Gyeonggi-do,,2011-05-26,Starship,6.0,6.0,Bestfriend,No
Male,Kyeongheon,Yoon Kyeongheon,1998-01-06,We In The Zone,South Korea,,Suncheon,,,,Jeollanam-do,,2019-05-27,Choon,5.0,5.0,,No
Male,Kyle,Ma Jaekyung,1997-01-15,ROMEO,South Korea,,,,,,,,2015-11-04,CT,7.0,7.0,,Yes
Male,Kyrell,Kyrell Choi,2005-07-03,AMPERS&ONE,USA,South Korea,Seattle,,,,,,2023-11-15,FNC,7.0,7.0,,Yes
Male,Kyuhwan,Lee Kyuhwan,1994-09-18,SIGNAL,South Korea,,,,E7,,,,2019-08-28,,,,,
Male,Kyuhyuk,Shim Kyuhyuk,1995-01-11,Hot Blood Youth,South Korea,,,,,,,,2017-08-16,,,,,
Male,Kyuhyun,Cho Kyuhyun,1988-02-03,Super Junior,South Korea,,Seoul,Super Junior-M,,,Seoul,SJ,2005-11-06,SM,11.0,12.0,ELF,Yes
Male,Kyungho,Jang Kyungho,2001-05-07,TOO,South Korea,,,,,,,,2020-04-01,n.CH,10.0,10.0,,Yes
Male,Kyungil,Song Kyungil,1987-11-28,HISTORY,South Korea,,,,,,,,2013-04-26,LOEN,5.0,5.0,Storia,No
Male,Kyungjun,Woo Kyungjun,2002-08-30,TNX,South Korea,,Seoul,,,,Seoul,,2022-05-17,P NATION,6.0,6.0,THX,Yes
Male,Kyungmin,Jo Kyungmin,2004-10-28,8TURN,South Korea,,Gyeonggi,,,,,,2023-01-30,MNH,8.0,8.0,,Yes
Male,Kyungmin,Lee Kyungmin,2007-10-02,TWS,South Korea,,,,,,,,2024-01-22,Pledis,6.0,6.0,,Yes
Male,Kyungmun,Lim Kyungmun,2003-06-29,YOUNITE,South Korea,,,,,,,,2022-04-20,Brand New,9.0,9.0,YOUNIZ,Yes
Male,Kyungyoon,Lee Kyungyoon,2000-02-21,Dongkiz,South Korea,,,,,,,,2019-04-24,,,,,
Male,L,Kim Myungsoo,1992-03-13,Infinite,South Korea,,Seoul,Infinite F,,,Seoul,,2010-06-09,Woollim,6.0,7.0,Inspirit,Yes
Male,L.Joe,Lee Byunghun,1993-11-23,,South Korea,,Gunsan,,Teen Top,,Jeollabuk-do,,2010-07-09,,,,,No
Male,Lai Kuanlin,Lai Kuanlin,2001-09-23,Wanna One,Taiwan,,New Taipei,,,,,,2017-08-07,YMC,11.0,11.0,Wannable,No
Male,Laon,Shin Kyuhyun,1995-12-19,ENOi,South Korea,,,,,,,,2019-04-19,KITHEWHALE,7.0,7.0,,No
Male,Laun,Kim Minseok,1999-08-12,,South Korea,,Seongsan,,ONF,,Jeju,,2017-08-02,,,,,No
Male,Lay,Zhang Yixing,1991-10-07,EXO,China,,Changsa,,,,,,2012-04-08,SM,9.0,12.0,EXO-L,Yes
Male,Lee Hoo,Moon Junyoung,1989-02-09,ZE:A,South Korea,,Seoul,,,,Seoul,,2010-01-07,Star Empire,9.0,9.0,ZE:A Style,Hiatus
Male,Lee Hyeop,Lee Hyeop,1999-08-13,DRIPPIN,South Korea,,,,,,,,2020-10-26,Woollim,7.0,7.0,,Yes
Male,Lee Joon,Lee Changseon,1988-02-07,,South Korea,,Seoul,,MBLAQ,,Seoul,,2009-10-14,,,,,No
Male,Lee Know,Lee Minho,1998-10-25,Stray Kids,South Korea,,Gimpo,,,,Gyeonggi-do,SKZ,2018-03-25,JYP,8.0,9.0,STAY,Yes
Male,Leedo,Kim Geonhak,1997-07-26,Oneus,South Korea,,,,,,,,2019-01-09,RBW,5.0,6.0,,Yes
Male,Leehan,Kim Donghyun,2004-10-20,BOYNEXTDOOR,South Korea,,,,,,,,2023-05-30,KOZ,6.0,6.0,,Yes
Male,Leejeong,Jeon Leejeong,2003-09-08,WHIB,South Korea,,,,,,,,2023-11-08,,,,,
Male,Leeteuk,Park Jeongsu,1983-07-01,Super Junior,South Korea,,Seoul,,,,Seoul,SJ,2005-11-06,SM,11.0,12.0,ELF,Yes
Male,Leo,Jung Taekwon,1990-11-10,VIXX,South Korea,,Seoul,VIXX LR,,,Seoul,,2012-05-24,Jellyfish,4.0,6.0,Starlight,Yes
Male,Leo,Hayase Leo,2002-10-08,T1419,Japan,,,,,,,,2021-01-11,,,,,
Male,Leo,,2002-06-15,XODIAC,Hong Kong,,Hong Kong,,,,,,2023-03-25,One Cool Jacso,9.0,9.0,,Yes
Male,Leon,Kim Donghyun,2000-07-25,TRENDZ,South Korea,,,,,,,,2022-01-05,Interpark,7.0,7.0,,Yes
Male,Lew,Lee Euiwoong,2001-04-05,TEMPEST,South Korea,,,HyeongseopXEuiwoong,,,,,2022-03-02,Yuehua,7.0,7.0,iE,Yes
Male,Lex,Jeon Hyungmin,1993-01-12,Bigflo,South Korea,,,,,,,,2014-07-19,HO,5.0,5.0,,Yes
Male,Lex,Zo Doohyun,2000-03-16,XODIAC,South Korea,,Gyeongsangbuk,,,,,,2023-03-25,One Cool Jacso,9.0,9.0,,Yes
Male,Lien,Shimada Sho,1998-03-11,Mirae,Japan,,Osaka,,,,,,2021-03-17,DSP,7.0,7.0,,Yes
Male,Lim Jimin,Lim Jimin,2001-05-22,JUST B,South Korea,,,,,,,,2021-06-30,Bluedot,6.0,6.0,ONLY B,Yes
Male,Ling Qi,Ling Qi,2002-06-04,Fantasy Boys,China,,,,,,,,2023-09-21,PocketDol,11.0,12.0,Bandi,Yes
Male,Longguo,Jin Longguo,1996-03-02,JBJ,China,,Heilong,,,,,,2017-10-18,Fave,6.0,6.0,,No
Male,Lou,Kim Hosung,1996-12-21,VAV,South Korea,,,,,,,,2015-10-31,A team,7.0,6.0,,Yes
Male,Loudi,Won Jihoon,1996-04-13,14U,Indonesia,South Korea,,,,,,,2017-04-17,BG,14.0,14.0,,No
Male,Louii,Park Seonghoon,2004-03-06,HAWW,South Korea,,Gwangju,,,,Gwangju,,2023-02-23,Biscuit,7.0,7.0,,Yes
Male,Louis,Kim Taewoo,1999-04-23,BLANK2Y,South Korea,,,,1the9,,,,2022-05-24,Keystone,9.0,9.0,,Yes
Male,Louis,Yang Dongsik,2001-04-08,Kingdom,South Korea,,,,,,,,2021-02-18,GF,7.0,8.0,Kingmakers,Yes
Male,Love,Park Jisung,1994-01-17,,South Korea,,,,OnlyOneOf,,,,2019-05-28,,,,,No
Male,Lucas,Wong Junghei,1999-01-25,,Hong Kong,,,SuperM,NCT,,,,2016-04-09,,,,,No
Male,Luha,Lee Gyeonghun,1993-02-15,14U,South Korea,,,,,,,,2017-04-17,BG,14.0,14.0,,No
Male,Luhan,Lu Han,1990-04-20,,China,,Haidian,,EXO,,,,2012-04-08,,,,,No
Male,Lune,Jung Sungmin,2000-02-27,DKB,South Korea,,,,,,,Darkbee,2020-02-03,Brave,9.0,9.0,,Yes
Male,Lutan,Choi Gyeongseok,2003-12-06,BLITZERS,South Korea,,,,,,,,2021-05-12,Wuzo,7.0,7.0,,Yes
Male,Mackiyah,Mackiah Yejun Mercer,2006-01-21,AMPERS&ONE,Australia,South Korea,Sydney,,,,,,2023-11-15,FNC,7.0,7.0,,Yes
Male,Manny,Syo Dongchun,2001-11-17,Varsity,China,,,,,,,,2017-01-05,GKC,12.0,12.0,,Yes
Male,Marco,Lee Hyunggeun,1994-05-11,Hot Blood Youth,South Korea,,,,,,,,2017-08-16,,,,,
Male,Mark,Mark Lee,1999-08-02,NCT,Canada,,Vancouver,"NCT U, NCT 127, NCT Dream, SuperM",,,,,2016-04-09,SM,23.0,23.0,NCTzen,Yes
Male,Mark,Mark Yien Tuan,1993-09-04,GOT7,USA,Taiwan,Los Angeles,,,,,,2014-01-16,JYP,7.0,7.0,I GOT7,Hiatus
Male,Mashiho,Takata Mashiho,2001-03-25,Treasure,Japan,,,,,,,,2020-08-07,YG,12.0,12.0,,Yes
Male,Matthew,Seok Matthew,2002-05-28,ZEROBASEONE,Canada,South Korea,Vancouver,,,,,ZB1,2023-07-10,WakeOne,9.0,9.0,,Yes
Male,Max Changmin,Shim Changmin,1988-02-18,TVXQ!,South Korea,,Seoul,,,,Seoul,TVXQ,2003-12-26,SM,2.0,5.0,Cassiopeia,Yes
Male,Mikey,Morisaki Daisuke,2001-05-05,BLANK2Y,Japan,,Hyogo,,,,,,2022-05-24,Keystone,9.0,9.0,,Yes
Male,Mill,Lee Yongsoo,1999-03-30,OnlyOneOf,South Korea,,,,,,,,2019-05-28,RSVP,6.0,7.0,,Yes
Male,Milo,Kim Minhak,1996-08-20,ROMEO,South Korea,,,,,,,,2015-11-04,CT,7.0,7.0,,Yes
Male,Min,Lee Mincheon,1997-10-16,We In The Zone,South Korea,,Seoul,,,,Seoul,,2019-05-27,Choon,5.0,5.0,,No
Male,Minchan,Hong Minchan,1998-09-16,Verivery,South Korea,,,,,,,VRVR,2019-09-01,Jellyfish,7.0,7.0,,Yes
Male,Mingi,Son Mingi,1999-08-09,ATEEZ,South Korea,,,,,,,,2018-10-24,KQ,8.0,8.0,,Yes
Male,Mingyu,Kim Mingyu,1997-04-06,Seventeen,South Korea,,Anyang,,,,Gyeonggi-do,SVT,2015-05-26,Pledis,13.0,13.0,Carat,Yes
Male,Minhee,Kang Minhee,2002-09-17,CRAVITY,South Korea,,,,X1,,,,2020-04-14,Starship,9.0,9.0,,Yes
Male,Minho,Choi Minho,1991-12-09,SHINee,South Korea,,Incheon,,,,Incheon,,2008-05-25,SM,4.0,5.0,Shawol,Yes
Male,Minho,Lee Minho,1995-09-04,MY.st,South Korea,,,,,,,,2020-03-26,MYStar,5.0,5.0,,No
Male,Minho,Yang Minho,2002-10-14,8TURN,South Korea,,,,,,,,2023-01-30,MNH,8.0,8.0,,Yes
Male,Minhwan,Choi Minhwan,1992-11-11,FTISLAND,South Korea,,Seoul,,,Drummer,Seoul,,2007-06-07,FNC,4.0,5.0,Primadonna,Yes
Male,Minhyuk,Lee Minhyuk,1990-11-29,BtoB,South Korea,,Seoul,,,,Seoul,,2012-03-21,Cube,6.0,7.0,Melody,Yes
Male,Minhyuk,Lee Minhyuk,1993-11-03,MONSTA X,South Korea,,,,,,,,2014-05-14,Starship,6.0,7.0,Monbebe,Yes
Male,Minhyuk,Kang Minhyuk,1991-06-28,CNBLUE,South Korea,,Ilsan,,,Drummer,Gyeonggi-do,,2010-01-14,FNC,4.0,4.0,Boice,Yes
Male,Minhyuk,Kim Minhyuk,1999-11-06,D-CRUNCH,South Korea,,,,,,,,2018-08-06,All-S,9.0,9.0,,Yes
Male,Minhyuk,Yoon Minhyuk,2001-07-11,WEUS,South Korea,,,,,,,,2023-04-03,WEUS,7.0,8.0,,Yes
Male,Minhyun,Hwang Minhyun,1995-08-09,NU'EST,South Korea,,Busan,NU'EST,Wanna One,,Busan,,2012-03-15,Pledis,5.0,5.0,LO??,Yes
Male,Minjae,Jo Minjae,1994-08-08,Spectrum,South Korea,,,,,,,,2018-05-09,WYNN,6.0,7.0,,No
Male,Minjae,Song Minjae,2003-08-23,MCND,South Korea,,,,,,,,2020-02-27,TOP Media,5.0,5.0,,Yes
Male,Minjae,Kim Minjae,2003-04-10,xikers,South Korea,,Seoul,,,,Seoul,,2023-03-30,KQ,10.0,10.0,,Yes
Male,Minjae,Baek Minjae,2003-07-09,DXMON,South Korea,,,,,,,,2024-09-29,,,,,
Male,Minjun,Kim Minjun,1999-02-26,NINE.i,South Korea,,,,,,,,2022-03-30,FirstOne,10.0,10.0,,Yes
Male,Mino,Song Minho,1993-03-30,WINNER,South Korea,,Yongin,,,,Gyeonggi-do,,2014-08-12,YG,4.0,5.0,Ace,Yes
Male,Minpyo,Gook Minpyo,1994-11-15,B.I.G,South Korea,,Gwangju,,,,Gwangju,,2014-07-09,GH,4.0,5.0,,Yes
Male,Minseo,Kim Minseo,2002-05-13,DRIPPIN,South Korea,,,,,,,,2020-10-26,Woollim,7.0,7.0,,Yes
Male,Minseo,Kang Minseo,2001-07-22,Fantasy Boys,South Korea,,,,,,,,2023-09-21,PocketDol,11.0,12.0,Bandi,Yes
Male,Minsu,Park Minsu,1993-04-15,Boys Republic,South Korea,,Gwangju,,,,Gwangju,,2013-06-03,"Happy Tribe, Universal",5.0,5.0,Royal Family,Hiatus
Male,Minsu,Kim Minsu,2000-03-20,TOO,South Korea,,,,,,,,2020-04-01,n.CH,10.0,10.0,,Yes
Male,Minsung,Kim Minhwi,1996-12-24,ROMEO,South Korea,,,,,,,,2015-11-04,CT,7.0,7.0,,Yes
Male,Minwoo,No Minwoo,1995-07-31,Boyfriend,South Korea,,Anyang,,,,Gyeonggi-do,,2011-05-26,Starship,6.0,6.0,Bestfriend,No
Male,Minwoo,Ha Minwoo,1990-09-06,ZE:A,South Korea,,Yangsan,,,,Gyeongsangnam-do,,2010-01-07,Star Empire,9.0,9.0,ZE:A Style,Hiatus
Male,Minwoo,Lee Minwoo,1979-07-28,Shinhwa,South Korea,,Namwon,,,,Jeollabuk-do,,1998-03-24,"SM, Good, Shinhwa",6.0,6.0,Shinhwa Changjo,Yes
Male,Minwoo,Seo Minwoo,1985-02-08,100.00%,South Korea,,Daegu,,,,Daegu,,2012-09-18,TOP Media,4.0,7.0,Perfection,Yes
Male,Minyong,Kang Minyong,2003-09-06,HAWW,South Korea,,Suwon,,,,Gyeonggi-do,,2023-02-23,Biscuit,7.0,7.0,,Yes
Male,Mir,Bang Cheolyong,1991-03-10,MBLAQ,South Korea,,Jangseong,,,,Jeollanam-do,,2009-10-14,J. Tune,3.0,5.0,A+,Yes
Male,Mir,Lee Yoonsang,2000-03-06,Astin,South Korea,,,,,,,,2019-03-07,,,,,
Male,MJ,Kim Myungjun,1994-03-05,ASTRO,South Korea,,Seoul,,,,Seoul,,2016-02-23,Fantagio,4.0,6.0,AROHA,Yes
Male,MK,Park Minkyun,1995-11-16,ONF,South Korea,,Ilsan,,,,Gyeonggi-do,,2017-08-02,WM,6.0,7.0,,Yes
Male,MoonBin,Moon Bin,1998-01-26,,South Korea,,Cheongju,,ASTRO,,Chungcheongbuk-do,,2016-02-23,,,,,No
Male,Moonvok,Jang Moonvok,1995-04-11,Limitless,South Korea,,,,,,,,2019-07-09,ONO,4.0,4.0,,Yes
Male,Mu,Suh Kyungmin,2003-09-14,EPEX,South Korea,,,,,,,,2021-06-08,C9,8.0,8.0,ZENITH,Yes
Male,Mujin,Ko Sungho,2000-11-20,Kingdom,South Korea,,,,,,,,2021-02-18,GF,7.0,8.0,Kingmakers,Yes
Male,Munik,Jang Moonik,2001-03-20,Dongkiz,South Korea,,,,,,,,2019-04-24,,,,,
Male,Muzin,Kim Hyunwoo,2001-03-29,BAE173,South Korea,,,,,,,,2020-11-19,PocketDol,9.0,9.0,,Yes
Male,Myungho,Ji Myungho,2001-10-12,8TURN,South Korea,,,,,,,,2023-01-30,MNH,8.0,8.0,,Yes
Male,N,Cha Hakyeon,1990-06-30,VIXX,South Korea,,Changwon,Big Byung,,,Gyeongsangnam-do,,2012-05-24,Jellyfish,4.0,6.0,Starlight,Yes
Male,Nakta,Shin Yooncheol,1993-04-24,,South Korea,,Daegu,,Topp Dogg,,Daegu,,2013-10-22,,,,,No
Male,Narachan,Jung Hyunwoo,1996-09-23,MONT,South Korea,,,,,,,,2019-01-04,,,,,
Male,Nason,Kim Duyeop,1995-06-12,CHECKMATE,South Korea,,,,,,,,2020-09-21,,,,,
Male,New,Choi Chanhee,1998-04-26,The Boyz,South Korea,,Jeonju,,,,Jeollabuk-do,,2017-12-31,Cre.Ker,11.0,12.0,,Yes
Male,Ni-Ki,Nishimura Riki,2005-12-09,ENHYPEN,Japan,,,,,,,,2020-11-30,Be:lift,7.0,7.0,ENGENE,Yes
Male,Nichkhun,Nichkhun Horvejkul,1988-06-24,02:00:00 PM,Thailand,USA,California,,,,,,2008-07-04,JYP,6.0,7.0,Hottest,Yes
Male,Niel,Ahn Daniel,1994-08-16,Teen Top,South Korea,,Anyang,,,,Gyeonggi-do,,2010-07-09,TOP Media,5.0,6.0,Angel,Yes
Male,Nine,Jung Wookjin,1999-12-13,OnlyOneOf,South Korea,,,,,,,,2019-05-28,RSVP,6.0,7.0,,Yes
Male,Noah,Hwang Seundae,1998-03-18,CHECKMATE,South Korea,,,,,,,,2020-09-21,,,,,
Male,Noah,Song Yubin,2000-08-02,T1419,South Korea,,,,,,,,2021-01-11,,,,,
Male,Nohyul,Lee Nohyul,2004-06-18,CMDM,South Korea,,,,,,,,2023-04-27,Command the M,6.0,6.0,,Yes
Male,O.de,Oh Seungmin,2002-06-11,Xdinary Heroes,South Korea,,Suwon,,,,Gyeonggi-do,,2021-12-06,JYP,6.0,6.0,,Yes
Male,O.V,Kim Sanchan,1999-01-03,D-CRUNCH,South Korea,,,,,,,,2018-08-06,All-S,9.0,9.0,,Yes
Male,On,Choi Juhwan,2002-10-16,T1419,South Korea,,,,,,,,2021-01-11,,,,,
Male,On,Kim Dongwoo,1996-04-11,ABLUE,South Korea,,,,,,,,2022-10-23,J-Star,7.0,6.0,BLUEVERY,Yes
Male,Onejunn,Jo Wonjun,1988-11-22,Boys Republic,South Korea,,Changwon,,,,Gyeongsangnam-do,,2013-06-03,"Happy Tribe, Universal",5.0,5.0,Royal Family,Hiatus
Male,Onew,Lee Jinki,1989-12-14,SHINee,South Korea,,Gwangmyeong,,,,Gyeonggi-do,,2008-05-25,SM,4.0,5.0,Shawol,Yes
Male,P-Goon,Park Sehyuk,1991-10-18,,South Korea,,Seoul,,Topp Dogg,,Seoul,,2013-10-22,,,,,No
Male,P.O,Pyo Jihoon,1993-02-02,Block B,South Korea,,Seoul,Bastarz,,,Seoul,,2011-04-15,KQ,7.0,7.0,BBC,Yes
Male,Park Kyung,Park Kyung,1992-07-08,Block B,South Korea,,Seoul,,,,Seoul,,2011-04-15,KQ,7.0,7.0,BBC,Yes
Male,Peniel,Shin Donggeun,1993-03-10,BtoB,South Korea,USA,Chicago,,,,,,2012-03-21,Cube,6.0,7.0,Melody,Yes
Male,Prince,Pasidh Vataniyapromote,2003-01-10,Ghost9,Thailand,,,,,,,,2020-09-23,Maroo,7.0,9.0,,Yes
Male,Q,Ji Changmin,1998-11-05,The Boyz,South Korea,,,,,,,,2017-12-31,Cre.Ker,11.0,12.0,,Yes
Male,ra.L,Yi Taehyun,2003-09-29,TRENDZ,South Korea,,,,,,,,2022-01-05,Interpark,7.0,7.0,,Yes
Male,Rakwon,Seok Rakwon,2003-11-14,ATBO,South Korea,,Seoul,,,,Seoul,,2022-07-27,IST,7.0,7.0,BOAT,Yes
Male,Rano,Byun Yongseop,1998-12-10,E'LAST,South Korea,,,,,,,,2020-06-09,E Entertainment,8.0,8.0,,Yes
Male,Raots,Ren Yuchen,2000-03-01,JWiiver,China,,,,,,,,2022-02-17,JTG,7.0,7.0,,No
Male,Ravi,Kim Wonsik,1993-02-15,VIXX,South Korea,,Seoul,VIXX LR,,,Seoul,,2012-05-24,Jellyfish,4.0,6.0,Starlight,Yes
Male,Ravn,Kim Yoongjo,1995-09-02,Oneus,South Korea,,,,,,,,2019-01-09,RBW,5.0,6.0,,Yes
Male,Ren,Choi Minki,1995-11-03,NU'EST,South Korea,,Busan,NU'EST W,,,Busan,,2012-03-15,Pledis,5.0,5.0,LO??,Yes
Male,Renjun,Hwang Renjun,2000-03-23,NCT,China,,Jilin,NCT Dream,,,,,2016-04-09,SM,23.0,23.0,NCTzen,Yes
Male,Rex,Kim Minjun,2007-07-27,DXMON,South Korea,,,,,,,,2024-09-29,,,,,
Male,Ricky,Yoo Changhyun,1995-02-27,Teen Top,South Korea,,Seoul,,,,Seoul,,2010-07-09,TOP Media,5.0,6.0,Angel,Yes
Male,Ricky,Shen Quanrui,2004-05-20,ZEROBASEONE,China,,Shanghai,,,,,ZB1,2023-07-10,WakeOne,9.0,9.0,,Yes
Male,Rie,Lee Seungho,1996-11-06,OnlyOneOf,South Korea,,,,,,,,2019-05-28,RSVP,6.0,7.0,,Yes
Male,Rihan,Choi Yeonsik,1998-05-22,JWiiver,South Korea,,,,,,,,2022-02-17,JTG,7.0,7.0,,No
Male,Riho,Jin Seungwook,1998-03-01,Varsity,South Korea,,Incheon,,,,Incheon,,2017-01-05,GKC,12.0,12.0,,Yes
Male,Rio,Son Gwanghyuk,1999-07-16,14U,South Korea,,,,,,,,2017-04-17,BG,14.0,14.0,,No
Male,Riwoo,Lee Sanghyeok,2003-10-22,BOYNEXTDOOR,South Korea,,,,,,,,2023-05-30,KOZ,6.0,6.0,,Yes
Male,RM,Kim Namjoon,1994-09-12,BTS,South Korea,,Ilsan,,,Leader,Gyeonggi-do,Bangtan Boys,2013-06-13,Big Hit,7.0,7.0,ARMY,Yes
Male,Rocky,Park Minhyuk,1999-02-25,,South Korea,,Jinju,,ASTRO,,Gyeongsangnam-do,,2016-02-23,,,,,No
Male,Roda,Shin Joongmin,1998-09-19,MONT,South Korea,,,,,,,,2019-01-04,,,,,
Male,Roel,Kim Sunho,1997-02-13,ARGON,South Korea,,,,,,,,2019-03-11,MSH,6.0,6.0,A-Rang,Yes
Male,Rokhyun,Kim Rokhyun,1991-02-10,FAVE1,South Korea,,Suncheon,,100.00%,,Jeollanam-do,,2012-09-18,,,,,
Male,Romin,Choi Youngmin,2001-04-24,E'LAST,South Korea,,,,,,,,2020-06-09,E Entertainment,8.0,8.0,,Yes
Male,Ron,Cheon Byeonghwa,1991-01-22,WE:A,South Korea,,,,Bigflo,,,,2014-07-19,Madewell,4.0,4.0,,Yes
Male,Roni,Jeong Rowoon,1994-07-31,,South Korea,,,,XEED,,,,2022-12-01,,,,,No
Male,Roshin,Bae Sijun,2001-04-13,JWiiver,South Korea,,Daegu,,,,Daegu,,2022-02-17,JTG,7.0,7.0,,No
Male,Rubin,Lee Haejoon,1995-08-16,1TEAM,South Korea,,,,,,,,2019-03-27,LiveWorks,5.0,5.0,,No
Male,Rui,Jang Rui,2000-03-07,7 O'clock,South Korea,,Seoul,,,,Seoul,,2017-03-16,,,,,
Male,Ryeowook,Kim Ryeowook,1987-06-21,Super Junior,South Korea,,Incheon,Super Junior-M,,,Incheon,SJ,2005-11-06,SM,11.0,12.0,ELF,Yes
Male,Ryujei,Chae Hocheol,1997-11-08,JWiiver,South Korea,,Incheon,,,,Incheon,,2022-02-17,JTG,7.0,7.0,,No
Male,S.Coups,Choi Seungcheol,1995-08-08,Seventeen,South Korea,,Daegu,,,,Daegu,SVT,2015-05-26,Pledis,13.0,13.0,Carat,Yes
Male,Sakang,Jeon Sakang,2002-10-26,TheEastLight,South Korea,,,,,,,,2016-11-03,MediaLine,6.0,6.0,,No
Male,Samuel,Kim Samuel,2002-01-17,,South Korea,USA,Los Angeles,,1PUNCH,,,,2015-01-23,,,,,No
Male,San,Choi San,1999-07-10,ATEEZ,South Korea,,,,,,,,2018-10-24,KQ,8.0,8.0,,Yes
Male,Sandeul,Lee Junghwan,1992-03-20,B1A4,South Korea,,Busan,,,,Busan,,2010-04-19,WM,5.0,5.0,BANA,Yes
Male,Sangdo,Yoo Sangdo,1993-03-02,Topp Dogg,South Korea,,Incheon,,,,Incheon,,2013-10-22,"Stardom, Hunus",5.0,13.0,ToppKlass,No
Male,Sangho,Jo Sangho,1995-02-10,Snuper,South Korea,,Changwon,,,,Gyeongsangnam-do,,2015-11-16,Widmay,6.0,6.0,Swing,No
Male,Sanghoon,Lee Sanghoon,1993-12-23,,South Korea,,Cheongju,,100.00%,,Chungcheongbuk-do,,2012-09-18,,,,,No
Male,Sangil,Shim Sangil,1993-05-01,Snuper,South Korea,,Seoul,,,,Seoul,,2015-11-16,Widmay,6.0,6.0,Swing,No
Male,Sangmin,Kim Sangmin,1992-07-07,CROSS GENE,South Korea,,Jinju,,,,Gyeongsangnam-do,,2012-07-08,Amuse,5.0,6.0,Chromosome,Yes
Male,Sangwoo,Kim Sangwoo,2002-09-03,JUST B,South Korea,,,,,,,,2021-06-30,Bluedot,6.0,6.0,ONLY B,Yes
Male,Sangyeon,Lee Sangyeon,1996-11-04,The Boyz,South Korea,,,,,,,,2017-12-31,Cre.Ker,11.0,12.0,,Yes
Male,Sanha,Yoon Sanha,2000-03-21,ASTRO,South Korea,,Seoul,,,,Seoul,,2016-02-23,Fantagio,4.0,6.0,AROHA,Yes
Male,Sebin,Jang Sebin,1996-04-24,Snuper,South Korea,,Pocheon,OMEGA X,,,Gyeonggi-do,,2015-11-16,Widmay,6.0,6.0,Swing,No
Male,Seeun,Park Seeun,2005-08-17,xikers,South Korea,,Daegu,,,,Daegu,,2023-03-30,KQ,10.0,10.0,,Yes
Male,Sehun,Oh Sehun,1994-04-12,EXO,South Korea,,Seoul,,,,Seoul,,2012-04-08,SM,9.0,12.0,EXO-L,Yes
Male,Seita,,2003-02-21,DXMON,Japan,,,,,,,,2024-09-29,,,,,
Male,Sejin,Lee Sejin,1999-07-22,14U,South Korea,,,,,,,,2017-04-17,BG,14.0,14.0,,No
Male,Sejun,Lim Sejun,1996-05-04,VICTON,South Korea,,,,,,,,2016-11-09,Plan A,6.0,7.0,Alice,Yes
Male,Seobin,Woo Seobin,2005-09-02,HAWW,South Korea,,Seoul,,,,Seoul,,2023-02-23,Biscuit,7.0,7.0,,Yes
Male,Seogoong,Park Hyunho,1992-05-01,,South Korea,,Seongnam,,Topp Dogg,,Gyeonggi-do,,2013-10-22,,,,,No
Male,Seoham,Park Seoham,1993-10-28,KNK,South Korea,,,,,"Main Rapper, Sub Vocal",,,2016-03-03,YNB,5.0,5.0,Tinker Bell,Yes
Male,Seoho,Lee Seoho,1996-06-07,Oneus,South Korea,,,,,,,,2019-01-09,RBW,5.0,6.0,,Yes
Male,Seokcheol,Lee Seokchul,2000-01-11,TheEastLight,South Korea,,,,,,,,2016-11-03,MediaLine,6.0,6.0,,No
Male,Seokhwa,Kang Seokhwa,2000-12-01,WEi,South Korea,,,,,,,,2020-10-05,OUI,6.0,6.0,,Yes
Male,Seonghwa,Park Seonghwa,1998-04-03,ATEEZ,South Korea,,Jinju,,,,Gyeongsangnam-do,,2018-10-24,KQ,8.0,8.0,,Yes
Male,Seonglee,Kim Seonglee,1994-04-06,,South Korea,,,,RAINZ,,,,2017-10-12,,,,,No
Male,Seongmin,Ahn Seongmin,2003-08-01,CRAVITY,South Korea,,,,,,,,2020-04-14,Starship,9.0,9.0,,Yes
Male,Seongmin,Oh Sungmin,2001-08-25,ONE PACT,South Korea,,,,TO1,,,,2023-11-30,ARMADA,5.0,5.0,,Yes
Male,Seongsoo,Park Seongsoo,1999-04-07,ABLUE,South Korea,,,,BECZ,,,,2022-10-23,J-Star,7.0,6.0,BLUEVERY,Yes
Male,Seongwu,Ong Seunwu,1995-08-25,Wanna One,South Korea,,Incheon,,,,Incheon,,2017-08-07,YMC,11.0,11.0,Wannable,No
